0.04,10.213,60.246
0.08,-2.4357,60.246
0.12,-3.7595,60.246
0.16,1.2107,60.246
0.2,5.5073,60.246
0.24,2.8436,60.246
0.28,-0.86205,60.246
0.32,-1.9537,60.246
0.36,-2.6348,60.246
0.4,9.2165,60.246
0.44,3.8242,60.246
0.48,2.7498,60.246
0.52,3.4988,60.246
0.56,6.5452,60.246
0.6,5.9241,60.246
0.64,10.77,60.246
0.68,1.895,60.246
0.72,9.4097,60.246
0.76,6.058,60.246
0.8,2.8932,60.246
0.84,-1.4681,60.246
0.88,-2.9858,60.246
0.92,1.2778,60.246
0.96,6.3147,60.246
1,7.1569,60.246
1.04,-5.3873,60.246
1.08,1.7548,60.246
1.12,3.2855,60.246
1.16,3.4409,60.246
1.2,-3.3724,60.246
1.24,7.2834,60.246
1.28,8.973,60.246
1.32,-8.2493,60.246
1.36,-9.5618,60.246
1.4,-6.4709,60.246
1.44,3.3798,60.246
1.48,6.0812,60.246
1.52,-3.4426,60.246
1.56,3.2067,60.246
1.6,6.2979,60.246
1.64,4.4113,60.246
1.68,-2.5092,60.246
1.72,-9.4298,60.246
1.76,19.348,60.246
1.8,28.891,60.246
1.84,37.192,60.246
1.88,30.009,60.246
1.92,31.979,60.246
1.96,36.566,60.246
2,30.845,60.246
2.04,27.964,60.246
2.08,38.939,60.246
2.12,42.197,60.246
2.16,37.507,60.246
2.2,36.01,60.246
2.24,43.769,60.246
2.28,42.006,60.246
2.32,46.648,60.246
2.36,46.76,60.246
2.4,49.002,60.246
2.44,45.908,60.246
2.48,49.293,60.246
2.52,47.38,60.246
2.56,57.478,60.246
2.6,51.033,60.246
2.64,49.29,60.246
2.68,57.901,60.246
2.72,33.323,60.246
2.76,44.532,60.246
2.8,41.698,60.246
2.84,42.814,60.246
2.88,49.369,60.246
2.92,50.945,60.246
2.96,51.684,60.246
3,37.677,60.246
3.04,45.96,60.246
3.08,48.299,60.246
3.12,59.599,60.246
3.16,56.153,60.246
3.2,65.146,60.246
3.24,65.196,60.246
3.28,65.794,60.246
3.32,58.696,60.246
3.36,66.277,60.246
3.4,52.267,60.246
3.44,67.606,60.246
3.48,56.176,60.246
3.52,63.083,60.246
3.56,69.425,60.246
3.6,53.853,60.246
3.64,53.44,60.246
3.68,53.026,60.246
3.72,57.762,60.246
3.76,64.813,60.246
3.8,72.112,60.246
3.84,65.369,60.246
3.88,75.251,60.246
3.92,67.368,60.246
3.96,73.321,60.246
4,65.089,60.246
4.04,78.672,60.246
4.08,72.254,60.246
4.12,80.008,60.246
4.16,73.864,60.246
4.2,68.736,60.246
4.24,64.964,60.246
4.28,61.221,60.246
4.32,60.192,60.246
4.36,65.839,60.246
4.4,62.91,60.246
4.44,71.366,60.246
4.48,68.578,60.246
4.52,65.37,60.246
4.56,63.144,60.246
4.6,61.758,60.246
4.64,71.285,60.246
4.68,65.925,60.246
4.72,63.611,60.246
4.76,70.488,60.246
4.8,72.426,60.246
4.84,71.187,60.246
4.88,72.548,60.246
4.92,60.607,60.246
4.96,69.408,60.246
5,74.763,60.246
5.04,68.483,60.246
5.08,71.675,60.246
5.12,75.129,60.246
5.16,75.391,60.246
5.2,82.344,60.246
5.24,75.419,60.246
5.28,83.882,60.246
5.32,84.943,60.246
5.36,68.928,60.246
5.4,74.477,60.246
5.44,78.591,60.246
5.48,78.882,60.246
5.52,78.093,60.246
5.56,81.87,60.246
5.6,74.764,60.246
5.64,72.782,60.246
5.68,73.964,60.246
5.72,90.943,60.246
5.76,81.017,60.246
5.8,72.848,60.246
5.84,77.457,60.246
5.88,77.553,60.246
5.92,77.79,60.246
5.96,75.035,60.246
6,77.358,60.246
6.04,71.983,60.246
6.08,71.211,60.246
6.12,72.589,60.246
6.16,76.71,60.246
6.2,76.833,60.246
6.24,75.991,60.246
6.28,71.085,60.246
6.32,70.507,60.246
6.36,81.474,60.246
6.4,68.553,60.246
6.44,83.241,60.246
6.48,70.386,60.246
6.52,75.555,60.246
6.56,71.288,60.246
6.6,87.542,60.246
6.64,73.689,60.246
6.68,75.627,60.246
6.72,82.041,60.246
6.76,78.623,60.246
6.8,81.233,60.246
6.84,69.791,60.246
6.88,75.529,60.246
6.92,77.188,60.246
6.96,74.92,60.246
7,82.007,60.246
7.04,78.613,60.246
7.08,109.33,60.246
7.12,103.63,60.246
7.16,98.305,60.246
7.2,106.8,60.246
7.24,106.19,60.246
7.28,97.034,60.246
7.32,91.411,60.246
7.36,86.019,60.246
7.4,104.78,60.246
7.44,98.724,60.246
7.48,97.029,60.246
7.52,106.04,60.246
7.56,100.97,60.246
7.6,104.45,60.246
7.64,97.974,60.246
7.68,100.66,60.246
7.72,100.32,60.246
7.76,109.91,60.246
7.8,105.54,60.246
7.84,100.01,60.246
7.88,106.13,60.246
7.92,106.31,60.246
7.96,109.19,60.246
8,107.29,60.246
8.04,103.1,60.246
8.08,98.718,60.246
8.12,95.293,60.246
8.16,98.902,60.246
8.2,100.71,60.246
8.24,96.851,60.246
8.28,91.88,60.246
8.32,103.52,60.246
8.36,103.68,60.246
8.4,98.45,60.246
8.44,96.461,60.246
8.48,106.58,60.246
8.52,103.92,60.246
8.56,103.02,60.246
8.6,101.23,60.246
8.64,98.561,60.246
8.68,100.52,60.246
8.72,100.55,60.246
8.76,104.66,60.246
8.8,102.51,60.246
8.84,100.6,60.246
8.88,110.66,60.246
8.92,104.3,60.246
8.96,94.857,60.246
9,108.95,60.246
9.04,147.2,211.9
9.08,132.98,211.9
9.12,132.5,211.9
9.16,144.82,211.9
9.2,149.85,211.9
9.24,138.49,211.9
9.28,137.57,211.9
9.32,157.72,211.9
9.36,165.5,211.9
9.4,161.88,211.9
9.44,164.26,211.9
9.48,162.55,211.9
9.52,177.04,211.9
9.56,163.42,211.9
9.6,171.61,211.9
9.64,155.29,211.9
9.68,162.33,211.9
9.72,165.81,211.9
9.76,170.68,211.9
9.8,162.77,211.9
9.84,169.78,211.9
9.88,175.14,211.9
9.92,171.09,211.9
9.96,163.81,211.9
10,168.26,211.9
10.04,166.63,211.9
10.08,174.98,211.9
10.12,177.26,211.9
10.16,165.82,211.9
10.2,173.87,211.9
10.24,164.21,211.9
10.28,157.8,211.9
10.32,166.3,211.9
10.36,173.35,211.9
10.4,172.2,211.9
10.44,169.84,211.9
10.48,162.24,211.9
10.52,169.53,211.9
10.56,180.26,211.9
10.6,181.9,211.9
10.64,175.19,211.9
10.68,184.37,211.9
10.72,175.06,211.9
10.76,188.44,211.9
10.8,181.87,211.9
10.84,186.66,211.9
10.88,191.97,211.9
10.92,189.3,211.9
10.96,181.4,211.9
11,179.14,211.9
